facility_uuid,state,lga,facility,package,workbook_readiness,dashboard_readiness,power_fix,connectivity_fix
7730c89c-bd6b-4467-8375-3ba7e1cdaa27,oyo,ibadan_north_east,oje_elewa_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
7730c89c-bd6b-4467-8375-3ba7e1cdaa27,oyo,ibadan_north_east,oje_elewa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9136378a-2060-40be-92b4-1a92bfc57890,oyo,olorunsogo,owode_primary_health_centre_olorunsogo,Full solar system only,Not ready,Moderately ready,,Router
0edb42c0-019a-4177-8cea-40c676e2f8b1,bauchi,dambam,dagauda_mphcc_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
cd472a4b-8056-4322-9052-f2241a788f58,adamawa,yola_south,nana_asma_u_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c9afaa82-a0c4-4ed1-83a6-2e6caf850723,oyo,afijo,awe_primary_health_centre,Full solar system only,Not ready,Ready,,
0a55a0d7-914b-4c15-91ab-c5ae47a852ec,jigawa,roni,yarsara_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6b1220ff-6982-427e-b2ad-55ebf30c98b4,kano,gwale,goron_dutse_health_post,Router only,Ready,Moderately ready,Full solar system,
6b1220ff-6982-427e-b2ad-55ebf30c98b4,kano,gwale,goron_dutse_health_post,Full solar system only,Not ready,Ready,Full solar system,
0de6c3f3-883e-4abe-9049-3dfff93283df,anambra,nnewi_south,utuh_primary_health_centre,Full solar system only,Not ready,Ready,,
5de005d6-e9d8-4f06-be3c-393f2d4d1259,nasarawa,keana,agbaragba_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
ff36c5cf-4f47-4bc2-81b2-910ad6f49f33,oyo,ibarapa_east,oke_oba_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6ac8a425-0290-455c-94c3-ca2c6340e862,oyo,ibarapa_east,new_eruwa_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
975d9850-7e1b-45b7-8711-8db0c95c3e28,akwa_ibom,ibesikpoasutan,ikot_nkwo_health_post,FibreX only,Ready,Moderately ready,,Router
c6586c60-a0a4-4a7e-b846-c39b62685e15,kano,ajingi,chula_health_clinic,Router only,Ready,Moderately ready,Full solar system,Router
c6586c60-a0a4-4a7e-b846-c39b62685e15,kano,ajingi,chula_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
06be9da0-654b-4dad-aff7-361aa571bde6,kano,ajingi,fagawa_health_post,Full solar system only,Not ready,Moderately ready,,Router
0f65b12b-0004-47ba-a757-b2d7ffb5aabd,oyo,itesiwaju,out_ilesan_comprehensive_health_centre,Full solar system only,Not ready,Moderately ready,,Router
251f77de-aeac-47ac-9985-c26837c0d509,kano,kibiya,saya_saya_basic_health_clinic,Full solar system only,Not ready,Ready,,
e22738cf-613c-48b3-8b59-df30da28b82d,niger,gbako,mantafien_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
661e3d5b-7010-4d09-9861-9ef8c0c1ae1f,kano,ajingi,dundun_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
a159f16a-0eb0-425e-8d79-3014f566854d,adamawa,demsa,bali_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
407a8543-5a4e-4946-9982-59260f97def4,niger,munya,kuchi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0579ad17-7d57-4adc-bc63-2be90c587aca,oyo,oluyole,agric_general_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
0579ad17-7d57-4adc-bc63-2be90c587aca,oyo,oluyole,agric_general_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
57ddbd4f-6c3a-413c-ada2-63068dab2b79,kano,tofa,gajida_health_post,Full solar system only,Not ready,Ready,Full solar system,
8afe3908-fb92-474d-ab2f-cb965f0afac5,kano,kabo,gammo_model_primary_health_centre_centre,Full solar system only,Not ready,Moderately ready,,Router
6ed0d542-b651-4c4c-bf1f-592fc3d11976,kano,rimin_gado,danshayi_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
b1069a42-b1dc-42dc-baa7-91a081e29d65,niger,borgu,wawa_basic_health_centre,Full solar system only,Not ready,Moderately ready,,Router
4a8bd2af-74b9-4435-9cc7-30b1ab6580fc,jigawa,jahun,jabarna_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b981a3a8-3d34-49d2-aaf7-856d157cb13c,adamawa,yola_south,bakari_mbamoi_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
b981a3a8-3d34-49d2-aaf7-856d157cb13c,adamawa,yola_south,bakari_mbamoi_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
ce3179b9-e449-453f-9f8e-57d1151bd91d,oyo,olorunsogo,oju_oja_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
061b74d2-7681-40e2-b4e5-495c2c9328be,oyo,afijo,okeboda_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
061b74d2-7681-40e2-b4e5-495c2c9328be,oyo,afijo,okeboda_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
31bdb360-3438-4eb8-b0d2-36da9e78781e,oyo,ibadan_north_east,alafara_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a65a5938-06e8-48b5-860f-256372b87f8b,oyo,itesiwaju,ofu_ibise_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
a65a5938-06e8-48b5-860f-256372b87f8b,oyo,itesiwaju,ofu_ibise_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
6a34c71b-0e0e-4420-854e-472c384eee12,nasarawa,keffi,kofa_pada_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
ebbcee91-42e9-4721-ad8d-05f3c9d73d64,oyo,oluyole,adaramagbo_olomi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3ce20ec4-e569-4b4a-b1a0-437b227161c7,niger,munya,health_centre_maternal_and_child_health_munya,Router only,Ready,Moderately ready,Solar top-up,Router
3ce20ec4-e569-4b4a-b1a0-437b227161c7,niger,munya,health_centre_maternal_and_child_health_munya,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
e1bc3855-9c29-4f53-80c3-ac2c664cc365,oyo,olorunsogo,oke_abe_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
eacff94e-3ae2-4cb3-ae21-687ac11e9d2f,kano,rimin_gado,sakaratsa_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
a4168fa1-5a8a-4305-91c8-31d54ea13f23,kano,tofa,ginsawa_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
90866e2c-0697-41dd-b303-49c344316e2a,kano,kibiya,kahu_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9f9b3fc1-9dd0-4415-9453-814e606a820b,adamawa,yola_south,ardo_yahaya_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
d9c0e78a-f198-45ab-9311-6d82245fe0ca,niger,munya,rural_s_pawa_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
51128ce1-90a8-4d71-92c6-cff7156e1e83,niger,paikoro,almajiri_kwanayi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
51128ce1-90a8-4d71-92c6-cff7156e1e83,niger,paikoro,almajiri_kwanayi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
5785b97a-55f5-4260-a7a0-7b34b604963f,niger,shiroro,owu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
2ff8c0a5-3d33-4427-899f-ba058b5f6a22,niger,shiroro,she_basic_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6f032505-0607-4293-8ae0-ada7947904d4,kano,minjibir,kunya_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
6f032505-0607-4293-8ae0-ada7947904d4,kano,minjibir,kunya_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
20eb3319-fdbc-4776-80c2-af0df7071426,niger,gbako,estu_audu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
e25521ad-ecca-42db-824b-9e37fa5570f8,oyo,oluyole,ifelodun_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
e25521ad-ecca-42db-824b-9e37fa5570f8,oyo,oluyole,ifelodun_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9261aa94-2dce-491c-990e-3020fd6af2d8,kano,gwale,unguabai_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
9261aa94-2dce-491c-990e-3020fd6af2d8,kano,gwale,unguabai_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
acaf42a8-17c5-45ec-b27d-39ac1c0dc6e1,oyo,itesiwaju,komu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
23c981b6-6082-449b-ad19-2e5c7576fdb4,kano,kano_minicipal_council,yan_awaki_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
e63b20b9-9e0b-4ed3-96b3-121acec5a405,kano,rimin_gado,yalwa_d_model_primary_health_centre,Full solar system only,Not ready,Ready,,
49074b49-78d8-4fcd-9f45-52820b96eb99,kano,kibiya,tarai_primary_health_centre,Full solar system only,Not ready,Ready,,
9dd8f6ed-5352-44d6-8177-d0acffed763f,oyo,oyo_west,fasola_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
2458c79d-9af8-4af1-9254-74e0222059be,anambra,ekwusigo,iboro_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
2458c79d-9af8-4af1-9254-74e0222059be,anambra,ekwusigo,iboro_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
37133c70-be89-4238-87ff-e2687044cb18,anambra,anambra_west,obodo_o_t_u_primary_health_centre,Full solar system only,Not ready,Ready,,
81ace70f-27a4-478a-85bc-01dcc675e7ae,kano,kano_minicipal_council,mayanka_primary_health_centre_kmc,Full solar system only,Not ready,Moderately ready,,Router
0fb11850-e4bb-4a5e-b9ea-52cc201dff97,niger,paikoro,paiko_model_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
14400663-72d8-49f0-8e44-9cdc2642cca4,anambra,aguata,nkpologwu_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
14400663-72d8-49f0-8e44-9cdc2642cca4,anambra,aguata,nkpologwu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
df662d95-80f6-423c-a822-a904ee9e0c76,nasarawa,obi,agewu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c6a74648-53cb-46eb-97cd-2bc427c233cb,oyo,oyo_west,iyaji_health_centre,Full solar system only,Not ready,Moderately ready,,Router
1bc35b53-e609-4791-b05f-d6dda80b7aa7,kano,dala,yalwa_madakingini_clinic_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,,Router
38f302cf-d962-47e8-94ae-303d72e32208,niger,lapai,muye_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
ffff9183-415e-4f98-9a7d-837c008e5b21,oyo,olorunsogo,health_is_wealth_clinic,Full solar system only,Not ready,Moderately ready,,Router
02f58a16-ef42-4e79-8bec-d5ad53e9becc,kano,dala,fuskar_arewa_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
02f58a16-ef42-4e79-8bec-d5ad53e9becc,kano,dala,fuskar_arewa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
405ac122-2e99-4f3a-8705-6f9109fba3d0,oyo,ogbomosho_south,ilogbo_primary_health_centre_oyo,Full solar system only,Not ready,Moderately ready,,Router
1106993b-a9c4-48eb-b722-6e8e89d6bbad,nasarawa,lafia,ang_toni_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6504eb2e-4317-4e05-ac70-eb047eeb2195,nasarawa,lafia,doma_road_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
56bc54e1-7f4f-43f1-a45e-229d7c7117a3,adamawa,toungo,toungo_i_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
4c6fa294-ad25-4f54-b8d6-bdfdbb895156,adamawa,jada,kojoli_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
8b0bd31d-eb89-47d6-8fbe-d1eeca5c3886,adamawa,jada,jada_2_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d8502ff3-1e3c-478e-b41d-c069787d9cd3,nasarawa,wamba,muggu_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9afbf04e-d069-4ce2-824e-841136fa18f2,nasarawa,wamba,mararaba_gongon_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
eca9caa9-8b44-49a6-8e76-b7c20aed2e29,nasarawa,wamba,chugbu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
db9b0edd-4d52-4085-bd31-73ccd72a73bc,nasarawa,wamba,ambaka_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
ac3918d1-41f6-4f0f-bb0f-ef17759eba08,adamawa,michika,moda_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
b9fa0601-09fb-490c-b690-1806406cce94,adamawa,michika,main_market_primary_health_centre_adamawa,Full solar system only,Not ready,Moderately ready,Full solar system,Router
80be801e-bf96-4e1d-a119-279d55e57a22,adamawa,michika,michika_town_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6fa6db47-17e4-4ae9-82c3-0f656cc31104,niger,kontagora,kawo_model_clinic,Full solar system only,Not ready,Moderately ready,,Router
7d0abd7f-d774-4682-814a-65d672f0bf6a,niger,kontagora,nagwamatse_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
034bdc8d-71ce-467d-9b86-2b084ff3013c,niger,kontagora,nigerian_army_cantonment_medical_center,Router only,Ready,Moderately ready,Full solar system,Router
034bdc8d-71ce-467d-9b86-2b084ff3013c,niger,kontagora,nigerian_army_cantonment_medical_center,Full solar system only,Not ready,Moderately ready,Full solar system,Router
8c61146e-5658-47ec-8a07-881122f57db0,jigawa,garki,kanya_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
7feacc67-72e6-4bad-a5d2-2de61ad501ee,adamawa,maiha,lugga_babba_health_centre,Full solar system only,Not ready,Moderately ready,,Router
bb6aa287-5b95-452c-b4db-5e804331199d,adamawa,maiha,wuro_ladde_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,,Router
66a6e3a4-6658-456c-a04e-94cb33672186,jigawa,garki,muku_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3d120d3b-6e48-4bec-b5be-916486d53d30,nasarawa,wamba,yashi_madaki_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
da3e679e-50a1-4a1f-9349-29ec739cf23e,jigawa,babura,habun_jigawa_maternal_and_childh_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
11792491-d1f5-499e-bf86-b5c1b7101e6a,niger,lavun,dassun_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
11792491-d1f5-499e-bf86-b5c1b7101e6a,niger,lavun,dassun_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1c45b56e-20eb-4785-a773-c8fe62c8935a,jigawa,babura,kyambo_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
4a4c80c9-e72a-4eae-9874-2aee7d5b7c93,jigawa,babura,gasakoli_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a7b7df3c-c8cb-4d39-b487-55f725bdde90,jigawa,babura,muhammad_nadoka_primary_healt_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
a7b7df3c-c8cb-4d39-b487-55f725bdde90,jigawa,babura,muhammad_nadoka_primary_healt_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
01b99ac2-e277-4d6a-b197-f7a6d5877a57,jigawa,miga,dangyatum_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
6798a2fb-60f1-44b7-9b3a-3430ef66a251,jigawa,miga,takalafiya_primary_health_centre,Full solar system only,Not ready,Ready,,
888d24f0-3693-41c8-a164-e1ebe67a4f62,jigawa,miga,zareku_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
25efdb78-2edc-4e60-b357-27ef5ba75dd1,jigawa,miga,koya_primary_health_centre,Full solar system only,Not ready,Ready,,
5b977f96-1382-475a-922b-48fe15ed2ed8,jigawa,miga,sansani_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
3cc0bd00-5faa-4ffa-beaa-5974ebfcc419,anambra,nnewi_south,uboma_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
6e080586-e977-4719-9023-84cb19915b04,jigawa,birniwa,matamu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
16166665-3d88-4022-ae6c-498f3a35610a,adamawa,madagali,mildu_model_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
16166665-3d88-4022-ae6c-498f3a35610a,adamawa,madagali,mildu_model_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
53a8b218-86fd-41b8-aa39-252125aa73a1,jigawa,birniwa,kuka_inkiwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3242f87b-839b-4c2f-9ebb-653b4d028269,adamawa,madagali,vemgo_maternal_and_child_health,Router only,Ready,Moderately ready,Full solar system,Router
3242f87b-839b-4c2f-9ebb-653b4d028269,adamawa,madagali,vemgo_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6f7ea4ef-4087-4a74-90f8-427ddbddb9ed,jigawa,auyo,tsidir_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
6f7ea4ef-4087-4a74-90f8-427ddbddb9ed,jigawa,auyo,tsidir_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
62f3dbeb-c20d-45da-a499-5be6143be9b9,jigawa,auyo,gatafa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
03ff4684-aa3f-4b09-a4b6-61f35859faa4,jigawa,auyo,auyakayi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
fc825116-49fc-462d-9644-5c03760966cd,jigawa,birniwa,kubuna_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
f176d47b-0fa1-4425-8565-712e7b38024a,jigawa,birniwa,kazura_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
c0df4178-910e-4c59-9d28-f9b8de1636f3,jigawa,jahun,aujara_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
7a399c95-6a90-43cf-a7bf-272da90297a0,jigawa,jahun,kanwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
2eda7489-bb7c-48ad-929b-e9b297337ac2,niger,lavun,sabon_madina_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
3d9f4fb3-80c6-4ffc-8ebe-38a07fcab6df,anambra,awka_south,ezi_okpalaigwe_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
f5fe1050-59bc-4eaa-971d-220e4bea53b8,adamawa,shelleng,bakta_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b605036a-6274-4d15-8948-9b3eab871b0f,adamawa,shelleng,jamali_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
175db93c-4fd4-4ec3-ae19-0ee60fc3634a,anambra,anaocha,adazi_nnukwu_2_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
175db93c-4fd4-4ec3-ae19-0ee60fc3634a,anambra,anaocha,adazi_nnukwu_2_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
9d3e787f-54f5-4c03-8e49-282e60d6408a,anambra,ekwusigo,ichi_referral_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
9d3e787f-54f5-4c03-8e49-282e60d6408a,anambra,ekwusigo,ichi_referral_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
514def33-39a3-4d00-bf4f-a6cd732f2e08,nasarawa,nasarawa_eggon,alogani_sorth_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
514def33-39a3-4d00-bf4f-a6cd732f2e08,nasarawa,nasarawa_eggon,alogani_sorth_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
10842d3d-9f1a-4be9-bb3b-157939313067,anambra,awka_south,mbaukwu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3d670429-0163-44ad-9ff7-0a9ea52e3b13,nasarawa,nasarawa_eggon,alogani_north_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
24dfb13c-2dee-4a0e-932d-ad7e93b612aa,jigawa,babura,kanya_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d46dc615-d243-4d84-a2eb-ab290fd340b8,nasarawa,nasarawa_eggon,ashumuga_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
08eb4ee1-cacc-440f-a999-470f3730985f,nasarawa,nasarawa_eggon,nassarawa_eggon_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
08eb4ee1-cacc-440f-a999-470f3730985f,nasarawa,nasarawa_eggon,nassarawa_eggon_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e380ce5b-f5e1-4dd6-9b12-c439ad46be0e,anambra,anaocha,neni_primary_health_centre,Full solar system only,Not ready,Ready,,
21254ac7-52d7-4a98-9063-55653e7241ee,adamawa,jada,jada_1_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
21254ac7-52d7-4a98-9063-55653e7241ee,adamawa,jada,jada_1_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1b4c65c1-f00c-4357-9318-ea6dec1c753a,adamawa,toungo,toungo_ii_phccc_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
d78e45f6-85df-425d-aaad-ea7a1154e446,adamawa,ganye,yelwa_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
e7195a98-5a0a-40aa-bbea-ff2b866af7a4,adamawa,maiha,jamtari_primary_clinic_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
23481544-e340-497b-ab77-b974e6d857fa,anambra,awka_south,nise_eke_afor_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
7acd88d2-8a71-47b6-bf3b-22f9f4c9f223,anambra,anaocha,akwaeze_primary_health_centre,Full solar system only,Not ready,Ready,,
3028aa4d-4fb0-4804-a687-a4ee39d3574b,jigawa,jahun,kale_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
8c0a288d-35ca-4b75-aae4-16d2e3149972,anambra,orumba_north,ugwu_awgbu_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
8c0a288d-35ca-4b75-aae4-16d2e3149972,anambra,orumba_north,ugwu_awgbu_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
0e861932-fedf-444c-ad47-63387ac5572c,anambra,ekwusigo,medical_reception_station_mrs_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
0e861932-fedf-444c-ad47-63387ac5572c,anambra,ekwusigo,medical_reception_station_mrs_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
3c0acc52-412f-4beb-a1b9-45ed7891dadf,anambra,ekwusigo,oraifite_ref_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e497c85e-9acf-45c5-9229-ccb2fde6006d,anambra,awka_south,umuawulu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
57e949c7-c03f-48ca-acfa-bcad812feaa4,jigawa,babura,dorawa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b34e5a53-09b8-4148-9a24-663975814f47,anambra,anaocha,obeledu_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
b34e5a53-09b8-4148-9a24-663975814f47,anambra,anaocha,obeledu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
e470fc4b-92f9-4604-b4f6-582c15dab67e,nasarawa,doma,ang_nupawa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
98031d77-d80d-4986-8c68-3e1c11e68900,anambra,ekwusigo,irefi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
98031d77-d80d-4986-8c68-3e1c11e68900,anambra,ekwusigo,irefi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6f5ba616-c1ac-4a25-876e-faa199bc5a58,nasarawa,wamba,gwagi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
dcfb00ac-add7-4bbd-aad9-34b32e6454c3,niger,shiroro,beri_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f9c8bbec-e611-4678-a9f9-b6f562d1e278,jigawa,jahun,harbo_tsohuwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
827d8f6c-e7b7-45e6-b5ae-8948a959c4f8,nasarawa,doma,doma_town_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9660b1cb-0a55-4ef8-98b9-ce9a29907436,anambra,orumba_north,ugwuawgbu_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
a42cde08-e993-467a-9b8b-f1c3e9b855f7,nasarawa,wamba,wamba_primary_health_centre_mphc,Full solar system only,Not ready,Moderately ready,,Router
0ae9174a-cd12-4156-a264-bf413806088e,nasarawa,doma,arumagye_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
94470108-34c8-4a2d-9b7d-505ed86591ff,niger,kontagora,rafin_gora_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
06276be2-96b3-4abd-9017-8a17e02af8b5,nasarawa,doma,alarama_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
06276be2-96b3-4abd-9017-8a17e02af8b5,nasarawa,doma,alarama_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1bc666b0-b409-4f0d-8444-841b2397c9e5,adamawa,mubi_north,kochifa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
653a78f1-8466-4981-8ab9-8d3641de66e2,nasarawa,wamba,wayo_matti_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
85dd2be7-19fa-4aea-96d1-d56882204135,anambra,awka_south,nibo_basic_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
5ce0f13d-3eef-492a-a6e5-3fbdc25ef953,anambra,ekwusigo,ihembosi_referal_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
2c148d07-a0fa-44a8-84ed-259f0114133c,jigawa,jahun,harbo_sabuwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
dc2488a4-a836-402b-8725-c6a51379c23e,niger,shiroro,galkogo_basic_health_centre,Full solar system only,Not ready,Moderately ready,,Router
5462007b-4789-4a69-9b08-5b5ba9abe0a2,adamawa,ganye,jaggu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9b9b0c26-ef71-488d-8fc0-5dd9e2a1ad56,adamawa,ganye,bakari_gosso_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
49ec2059-8bf9-417c-b79e-c3751b75cf1b,adamawa,toungo,gangzamanu_primary_health_centrecenter_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0a4a3659-9f3a-4bf8-840b-8f05261c58d8,nasarawa,wamba,wude_kurmi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
0e86e8af-8a7e-4f66-91e9-e6ed265dcb51,nasarawa,wamba,gbata_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
0e86e8af-8a7e-4f66-91e9-e6ed265dcb51,nasarawa,wamba,gbata_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
