facility_uuid,state,lga,facility,package,workbook_readiness,dashboard_readiness,power_fix,connectivity_fix
6d0ecae5-5e51-4e09-8a61-89986aed15c5,jigawa,jahun,lautai_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
45d49b67-a911-45a0-a916-46a4fbb62a1e,niger,shiroro,gurmana_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
ec6f8c68-c9e7-439d-96f7-aa6d5b034cf6,nasarawa,wamba,nakere_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
7465e10a-e29a-4fdb-ad8b-20bda0272feb,anambra,anambra_east,enugwu_o_t_u_primary_health_centre_mphc,Full solar system only,Not ready,Ready,Full solar system,
745129f0-7b6e-43a7-ab74-bc8771f216c4,jigawa,auyo,bangeli_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
0f4d136c-1d1d-458b-be8e-820418acfece,jigawa,auyo,gamsarka_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
5c526a79-6473-416f-a1b3-8971376a9b00,jigawa,auyo,kalgwai_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
7ba08bef-263b-421d-be3c-237e3073a150,jigawa,jahun,kadawawa_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
1476e84f-0474-484e-af46-bb1598790fdd,niger,bosso,sabon_daga_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
5627ffdf-ef64-4f4a-8a60-846430492f9f,niger,bosso,garatu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9c75ed8d-8feb-4113-bda4-31bb2627e964,niger,rijau,larai_suleman_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
6b099e49-bc28-4483-925d-a67ae2e9a3d1,jigawa,birniwa,karanga_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
b59aaeec-4dbb-4c10-ac7c-877e543b3a6d,jigawa,birniwa,kachallari_primary_health_centre,Full solar system only,Not ready,Ready,,
fe9b1f70-492e-4030-968f-8dcbd2371264,jigawa,birniwa,diginsa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
9e8a357b-cd71-497e-a8d7-6ebe152dbd2b,jigawa,birniwa,nguwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
bf195246-ba59-4159-8b90-c360de03a984,jigawa,babura,jarmai_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
53466e99-eb1d-4af1-93a8-0e9f6dfee438,anambra,awka_south,umueze_amawbia_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0aceaad6-d619-4e6d-abc5-0ec80bf92bfd,anambra,awka_south,amawbia_maternal_and_child_health,Full solar system only,Not ready,Moderately ready,,Router
32ebb99f-ed14-4a10-a737-41898f4b354e,niger,edati,sakpe_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
32ebb99f-ed14-4a10-a737-41898f4b354e,niger,edati,sakpe_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
4e7ee177-e2d5-4d34-8924-3d2b6bb27fbd,adamawa,madagali,shuwa_mission_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
5052b86d-8e4f-4429-aba2-3545d47f0e2c,adamawa,shelleng,wuroyanka_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
5052b86d-8e4f-4429-aba2-3545d47f0e2c,adamawa,shelleng,wuroyanka_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
c0703e6b-ba4c-469c-9212-6c4290837ff8,kano,minjibir,tsakiya_health_post,Router only,Ready,Moderately ready,Full solar system,Router
c0703e6b-ba4c-469c-9212-6c4290837ff8,kano,minjibir,tsakiya_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
82f0f0ff-bc32-441b-8a84-dbf31072d643,kano,minjibir,gandurwawa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
8aa59b08-af07-49bd-bbb5-f25be52f44a5,adamawa,hong,uba_b_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6d2a96cf-02b6-4022-aa51-cab225ce7f43,adamawa,hong,uba_a_phcc,Router only,Ready,Moderately ready,Solar top-up,Router
6d2a96cf-02b6-4022-aa51-cab225ce7f43,adamawa,hong,uba_a_phcc,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
8baa8559-98ee-44cb-87a1-969f8db516f2,adamawa,hong,hildi_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
8baa8559-98ee-44cb-87a1-969f8db516f2,adamawa,hong,hildi_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
b3cfbdc8-cec6-47ab-a3c2-02f5e2b16400,adamawa,hong,kwarhi_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a56e1830-9d48-4517-9f90-e7203d3b34c5,adamawa,hong,hong_c_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
a56e1830-9d48-4517-9f90-e7203d3b34c5,adamawa,hong,hong_c_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
2b9626fa-2867-4c7a-93e4-71ce4bf07c89,adamawa,hong,pella_health_centre,Full solar system only,Not ready,Moderately ready,,Router
75968ecb-c65b-4182-9350-ee1718226a3b,oyo,ogo_oluwa,lagbedu_health_facility,Full solar system only,Not ready,Moderately ready,,Router
775f5a44-95af-4595-9bd4-bda245d30996,oyo,ogo_oluwa,orileoje_health_facility,Full solar system only,Not ready,Moderately ready,,Router
3930090c-5dd4-4ad3-8dc9-9d3e2bac4c80,anambra,idemili_north,abacha_primary_health_centre,Full solar system only,Not ready,Ready,,
4e735919-d53e-462b-9c71-37bb76987e97,anambra,idemili_north,nkpor_uno_primary_health_centre,Full solar system only,Not ready,Ready,,
b0b668b3-bfeb-4779-bdfe-b632a627a70f,anambra,idemili_north,eziowelle_primary_health_centre,Full solar system only,Not ready,Ready,,
c0e444a1-2783-40d7-92e4-96ba16ca48f1,jigawa,jahun,urban_maternity_centre,Full solar system only,Not ready,Moderately ready,,Router
aadc50dd-70bd-4654-a604-7700b9cdf2a7,adamawa,lamurde,gyawana_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
aadc50dd-70bd-4654-a604-7700b9cdf2a7,adamawa,lamurde,gyawana_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e5c25794-9ffb-418a-a0d2-dc7d9b3192c4,anambra,idemili_north,akuzor_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
e5c25794-9ffb-418a-a0d2-dc7d9b3192c4,anambra,idemili_north,akuzor_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
220306d6-c319-4ea8-b533-0b5b9b121db3,adamawa,guyuk,boshikiri_maternal_and_child_health,Router only,Ready,Moderately ready,Full solar system,Router
f1384313-d95a-4f34-b314-363971ead305,jigawa,miga,miga_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0e3fad6b-85e5-4432-ae1e-cd0dd8de9067,akwa_ibom,ibiono_ibom,ikot_idaha_health_centre,Full solar system only,Not ready,Moderately ready,,Router
58d9c726-3736-4138-80f1-12c693f458be,kano,gwarzo,kwami_model_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
2f590bd6-d707-49d5-9ba8-edeb3e483eb5,nasarawa,akwanga,aa_koto_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
2f590bd6-d707-49d5-9ba8-edeb3e483eb5,nasarawa,akwanga,aa_koto_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
38117005-22e6-48b8-ba6a-b36d2725ea69,kano,bebeji,durmawa_health_post,Full solar system only,Not ready,Ready,,
80f59005-871c-49be-8de1-6322cbc9d6be,nasarawa,akwanga,buku_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
5c372cd1-4494-4a63-8930-1ad679b03e45,nasarawa,akwanga,tabu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
4371c654-1fb5-44ad-816e-d3e56ccf6590,oyo,saki_west,salam_salam_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
08b3a54a-348f-43f6-9fd4-f06c3e5a8681,oyo,saki_west,challenge_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
37b54881-3dc6-4f13-acf5-576687aae8e8,oyo,saki_west,oy_ajegunle_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c5d43909-e430-48ae-b80d-eb1b642f45d1,jigawa,miga,yanduna_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c2536d65-42b1-4ec0-9acf-a3f3f2965c05,jigawa,miga,sabon_gari_primary_health_centre,Full solar system only,Not ready,Moderately ready,,FibreX
864335d2-aa39-437f-87bb-00d855de3e57,jigawa,miga,hantsu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
f82a2a2d-23e3-41fc-93a1-7bcc1428349a,jigawa,miga,tsakuwawa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
0b02b41e-b945-4655-be4f-b20d37c5fb56,jigawa,kiyawa,maje_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c8d15bc9-7534-44b6-97a3-7845e3511eb0,nasarawa,akwanga,ancho_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a43c83c8-1882-4676-9fe8-99c2a16a08c8,nasarawa,akwanga,kwandar_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
bb4ba0b3-8ca8-4833-868a-e19c047af7e0,anambra,orumba_north,ndiokpalaeke_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
bb4ba0b3-8ca8-4833-868a-e19c047af7e0,anambra,orumba_north,ndiokpalaeke_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
579ded7b-2bfd-4718-a53a-9a8bb3902022,akwa_ibom,ukanafun,afaha_odon_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
faf87b77-5207-44c1-bb34-a3e0c68d17f2,niger,edati,gonagi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
faf87b77-5207-44c1-bb34-a3e0c68d17f2,niger,edati,gonagi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
aafcfb47-8288-4e1a-a5c4-475fd3942c52,anambra,orumba_south,ndikpa_health_post,Full solar system only,Not ready,Moderately ready,Full solar system,Router
d188e34d-5954-4f49-9e4c-69fd4af72471,jigawa,kazaure,barga_mphc_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
53b42085-c37c-4384-9822-565d861e978c,kano,minjibir,sanbauna_basic_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
9eea1203-fc55-4d62-b0a7-e7a2371a311e,jigawa,gwaram,sara_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
24e62f53-a7c3-4577-96bc-61ee3e275c09,kano,gwarzo,madadi_basic_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f5c08c7b-8ee3-48bb-a13e-584d8d688790,akwa_ibom,eket,ikot_ukpong_health_post,Router only,Ready,Moderately ready,Full solar system,Router
cf168aba-288a-4550-a72b-04ec8ef86428,anambra,ekwusigo,amakwa_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
cf168aba-288a-4550-a72b-04ec8ef86428,anambra,ekwusigo,amakwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
4c6c73a3-ed31-4c30-beea-b98a63f160fa,oyo,ibadan_north_east,odo_osun_health_post,Router only,Ready,Moderately ready,Solar top-up,Router
4c6c73a3-ed31-4c30-beea-b98a63f160fa,oyo,ibadan_north_east,odo_osun_health_post,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
5697436a-d720-4966-a83d-e6cbd25650c8,kano,gwarzo,sabon_layin_kara_mphc_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
73734e10-c33d-4fe0-a70f-5e37aac26e95,oyo,egbeda,kajerepo_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
73734e10-c33d-4fe0-a70f-5e37aac26e95,oyo,egbeda,kajerepo_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e8f38be1-390d-4d4f-b41a-501c6e40c13b,niger,tafa,garam_model_primary_health_centre,FibreX only,Ready,Moderately ready,,Router
e8f38be1-390d-4d4f-b41a-501c6e40c13b,niger,tafa,garam_model_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
c4bf1551-35ff-4b9c-a726-d9f771a92143,kano,ajingi,toranke_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
3287f387-9f99-454d-9973-0b27ce754c34,jigawa,gwaram,kila_primary_health_centre,Full solar system only,Not ready,Ready,,
6b11ea20-149f-4ce4-9fe2-9b6f7ae9a198,kano,kano_minicipal_council,datti_wudila_health_clinic,Full solar system only,Not ready,Moderately ready,,Router
ccf67507-a2f5-4071-8756-ceb44ee26ac9,niger,gbako,edozhigi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
ccf67507-a2f5-4071-8756-ceb44ee26ac9,niger,gbako,edozhigi_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1c79b542-40ec-44ae-802f-1fac1abc8cbf,niger,gbako,biramafu_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
39a2ac02-2dca-47e3-9af8-5063ce0e1c5f,niger,gbako,gogata_basic_health_centre,Full solar system only,Not ready,Moderately ready,,Router
a121c10a-93ba-4a14-be6d-13d6565fa413,niger,gbako,batagi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
54524c8e-1b19-44ea-ab86-2cd16c2df5f0,anambra,ekwusigo,ihembosi_primary_health_centre_model,Router only,Ready,Moderately ready,Full solar system,Router
54524c8e-1b19-44ea-ab86-2cd16c2df5f0,anambra,ekwusigo,ihembosi_primary_health_centre_model,Full solar system only,Not ready,Moderately ready,Full solar system,Router
e32ea24b-0412-40e5-bd71-6056cb6ea060,akwa_ibom,eket,ikot_okudomo_health_centre,Full solar system only,Not ready,Moderately ready,,Router
82c2d2c0-ee75-42e3-8b8c-293bbc0c5edf,adamawa,yola_north,rumde_clinic,Router only,Ready,Moderately ready,Full solar system,Router
82c2d2c0-ee75-42e3-8b8c-293bbc0c5edf,adamawa,yola_north,rumde_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
71d4d160-dfa3-4a82-972d-85ca6c1bda9f,anambra,orumba_south,nawfija_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,
71d4d160-dfa3-4a82-972d-85ca6c1bda9f,anambra,orumba_south,nawfija_primary_health_centre,Solar top-up + Network extension,Moderately ready,Ready,Solar top-up,
8ac888b7-0338-4d11-a830-e2f3a5c874a8,anambra,orumba_south,ihite_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
7c7622a3-990b-4da0-961a-39dac892a6c4,akwa_ibom,nsit_ibom,mbiokporo_1_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
7c7622a3-990b-4da0-961a-39dac892a6c4,akwa_ibom,nsit_ibom,mbiokporo_1_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
b6592d2c-65c2-4c46-8e0f-4ba400532d03,kano,ungogo,dan_rimi_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
3282e2da-a564-4ea7-ad0a-f5cd1340a2be,adamawa,mubi_north,bahuli_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
6323fa10-c930-4eb5-b5b6-12e5490ea57d,oyo,ibadan_south_west,akuro_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
6323fa10-c930-4eb5-b5b6-12e5490ea57d,oyo,ibadan_south_west,akuro_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
e523ef0e-569f-479d-bd73-8e2afdb8db6c,kano,nassarawa,gidan_ruwa_basic_health_centre,Full solar system only,Not ready,Ready,,
6c1495e6-368d-42ce-8838-65857cbc99bc,kano,nassarawa,gama_primary_health_centre,Full solar system only,Not ready,Ready,,
71b50278-05f6-447d-ad93-02d2194be593,kano,nassarawa,mallam_shaibu_t_wada_medical_centre,FibreX only,Ready,Moderately ready,,Router
71b50278-05f6-447d-ad93-02d2194be593,kano,nassarawa,mallam_shaibu_t_wada_medical_centre,Full solar system only,Not ready,Moderately ready,,Router
a5b0d523-1202-4445-b839-9c9d670ad113,anambra,nnewi_south,ezeama_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,FibreX
4e6eef6a-f0c1-4e2d-a8f4-be2df116ab8a,kano,kumbotso,maikalwa_health_clinic,Full solar system only,Not ready,Moderately ready,Full solar system,Router
f472e08f-2e44-4638-9b2a-4eb86d3256a4,adamawa,mubi_south,mujara_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
f47e870c-db8e-408b-b425-9bc14195fa25,adamawa,mubi_south,dirbishi_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
72b7f5ba-46b6-4c83-bc70-cfd60f059ee8,anambra,nnewi_south,osumenyi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,
72b7f5ba-46b6-4c83-bc70-cfd60f059ee8,anambra,nnewi_south,osumenyi_primary_health_centre,Full solar system only,Not ready,Ready,Full solar system,
402fa19c-a127-495a-ab4b-ace8ebb487ef,kano,dawakin_kudu,zogarawa_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
9a3936c1-17c0-4a27-a596-0875fa32d1c3,niger,kontagora,seidu_namaska_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
716ccf7a-2cbd-4f7b-8a1e-7d1348ab4ecd,niger,kontagora,ubandoma_primary_health_centre,Router only,Ready,Moderately ready,Solar top-up,Router
716ccf7a-2cbd-4f7b-8a1e-7d1348ab4ecd,niger,kontagora,ubandoma_primary_health_centre,Full solar system only,Not ready,Moderately ready,Solar top-up,Router
9a1da2f9-b70a-4a52-8651-f5bc033b2342,oyo,ibarapa_central,oy_idofin_ward_6_primary_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
bf530ed7-070a-4d4a-af4a-fbe82b132ab2,jigawa,gwaram,tsangarwa_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
1808c55e-4173-4643-9105-4e8552f00a59,akwa_ibom,ukanafun,ikot_udo_mbang_afaha_obo_health_centre,Full solar system only,Not ready,Moderately ready,Full solar system,Router
1d30af81-058d-4f8c-92be-30736ce4e2fc,jigawa,jahun,idanduna_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
fed68c1c-e086-4ef6-a23f-078654bc54c4,oyo,egbeda,alakia_primary_health_centre,Full solar system only,Not ready,Moderately ready,,Router
f9ad9a99-c6bb-4bc3-9562-7c787f519856,oyo,ibadan_south_west,kososi_primary_health_centre,Router only,Ready,Moderately ready,Full solar system,Router
3120631d-bfb1-476d-8978-cfa6ee10fb52,kano,dawakin_kudu,jido_health_post,Router only,Ready,Moderately ready,Full solar system,Router
