Facility UUID,State,LGA,Facility name,Facility group,Functionality,Zone,Facility-connectivity gap value,Intervention,When action is needed,Cost 1 (NGN),Total gaps,Critical gaps,Total facility intervention cost (NGN)
16cce5d1-9473-4e22-8e46-174ed79b7cf5,Jigawa,Babura,Dabawa Primary Health Centre,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"7,279,378"
8a43349e-14bd-40c2-ae36-747aa62035a2,Jigawa,Babura,Duzau Primary Health Centre,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"7,434,378"
b34e5a53-09b8-4148-9a24-663975814f47,Anambra,Anaocha,Obeledu Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"2,023,333"
3ce19908-314a-40c6-94f6-4a7ecc17813e,Anambra,Orumba North,Referal Awgbu Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,586,378"
a9a61f84-13c3-40ce-bc55-97c5e437c2c2,Niger,Edati,Donko Health Clinic,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),19,2,"7,514,378"
e8d755f0-1653-453e-b569-94bf23b91db8,Akwa Ibom,Nsit Atai,Ikot Obon Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"7,314,378"
1ddced8f-3e76-41da-8f48-0f7010a36867,Jigawa,Babura,Gurfai Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"7,309,378"
1dcdf911-7a36-4da9-8a79-02eea3a59ed5,Adamawa,Madagali,Wagga Maternal And Child Health,BHCPF,Partially Functional,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"3,452,000"
aafcfb47-8288-4e1a-a5c4-475fd3942c52,Anambra,Orumba South,Ndikpa Health Post,Non-BHCPF,Partially Functional,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,534,378"
e8f38be1-390d-4d4f-b41a-501c6e40c13b,Niger,Tafa,Garam Model Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,386,378"
78d475a5-b71f-47d4-8a6c-605cd965be6b,Niger,Tafa,Azu Primary Health Centre,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"7,204,378"
71b50278-05f6-447d-ad93-02d2194be593,Kano,Nassarawa,Mallam Shaibu T Wada Medical Centre,BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,666,378"
1affd78e-5cba-4f76-ae5c-8576e185745c,Akwa Ibom,Nsit Atai,Iwok Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"7,512,000"
4e6eef6a-f0c1-4e2d-a8f4-be2df116ab8a,Kano,Kumbotso,Maikalwa Health Clinic,Non-BHCPF,Functional L1,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"6,534,378"
9a3936c1-17c0-4a27-a596-0875fa32d1c3,Niger,Kontagora,Seidu Namaska Primary Health Centre,Non-BHCPF,Partially Functional,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,2,"6,454,378"
a0148355-4e62-4d32-9b8d-66ddfb61dc73,Niger,Tafa,Kata Sarki Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"3,734,378"
7748509b-1642-4fed-9b0e-80265c40e574,Niger,Tafa,Ijah Gbagyi Basic Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"3,437,712"
ecf8eea6-437f-429d-9a3b-0bb8a63015e7,Akwa Ibom,Ndung Uko,Ukukudung Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,2,"6,499,378"
b3280ef4-8190-4be3-ab84-50576dc2b0e8,Akwa Ibom,Ndung Uko,Ekim Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,2,"7,174,378"
0094730a-484e-4fa7-a0e3-1f90422e48af,Nasarawa,Lafia,Kwandare Comprehensive Health Centre,Non-BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,409,712"
193b2c03-0384-497a-bc3b-b9a5b14aa462,Niger,Lapai,Duma Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"2,370,333"
cd3ab469-6c56-466a-a579-7a5d876ccd71,Nasarawa,Lafia,Shabu Maternal And Child Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"3,537,712"
c463c68b-bde2-4a66-8ed6-4582468fbc29,Adamawa,Hong,Dilwachira Primary Health Centre,Non-BHCPF,Partially Functional,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,559,378"
52e5610f-4151-4ce2-8736-c9e3d3fc4a9c,Oyo,Surulere,Oy Laege Primary Health Centre,BHCPF,Partially Functional,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,616,378"
28754f72-d41c-43cc-856b-1526a6a6615b,Jigawa,Auyo,Safa Karfi Primary Health Centre,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,2,"7,434,378"
10fb9c68-5f14-4ad9-a58c-6819dc5a9173,Kano,Ungogo,Zaura Babba Primary Health Centre,BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,2,"6,256,378"
741ae5e7-3800-4977-b124-0e57cfa24120,Jigawa,Auyo,Safa Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,2,"7,434,378"
1b2e2e74-9322-463e-9050-0c1942e49216,Niger,Tafa,Angwan Hausawa Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"3,586,378"
c519f438-b63a-49f8-a922-dc2c246a15fc,Anambra,Anambra East,Nsugbe Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"2,536,378"
b5c96091-62de-4490-b0f2-3ea522eb8345,Akwa Ibom,Okobo,Ekeya Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"7,516,378"
d1d6e1e4-b834-4fff-bd28-95fd9e7cdafb,Oyo,Surulere,Ajase Health Centre,Non-BHCPF,Partially Functional,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,2,"6,816,378"
d0a7e47f-fb1e-40cd-a748-dc1ed74c3cff,Niger,Tafa,Aso Primary Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"8,306,378"
92f80458-b575-4c30-8895-da562139f5f6,Akwa Ibom,Ikot Abasi,Essene Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,812,712"
a750d5c8-1985-479e-817e-0edf9ac6e24a,Akwa Ibom,Ibiono Ibom,Idoro Comprehensive Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"4,554,378"
ae3db4b7-d001-4d69-bb5e-94e1c4718760,Akwa Ibom,Etinan,Ndon Eyo Health Post,Non-BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"7,264,378"
bcc91524-e34e-4416-97e1-8adefe543278,Niger,Tafa,Karfe Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"6,374,712"
3a5f21d7-bd2f-465e-ada4-e97ad5a6e3dc,Akwa Ibom,Etinan,Akpasak Efa Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"8,104,378"
c38ae8e7-e624-4b73-9ad9-f0b4ff629367,Niger,Shiroro,Kuta Maternal And Child Health,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),5,1,"282,000"
ad870352-7cd2-4146-a45d-e593d137268d,Akwa Ibom,Etinan,Iwo Etor Health Centre,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,2,"6,570,000"
32509967-afe9-4cd0-b571-8f451cd75f1c,Niger,Tafa,Gauraka Model Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"1,865,333"
3a6f5fd0-596f-4255-8c64-38a48841c020,Niger,Kontagora,Central Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"5,721,378"
f4b3fe0e-7133-47b5-b1c3-9b6d04264a2f,Niger,Kontagora,Mai Dubu Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),6,1,"321,378"
ae42fee4-5342-486b-ad4e-1e6c84ed913e,Niger,Kontagora,Tukura Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),7,1,"5,596,378"
961bbb8f-7152-4dac-a1f2-24145ed6f2f9,Anambra,Anambra East,Abube Agu Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"3,237,712"
9b3d668f-d333-47b0-b543-219a5af647b6,Oyo,Ibadan North West,Onireke Primary Health Centre,BHCPF,Functional L1,South West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"6,687,712"
93556d23-336a-4108-b504-bc799fb8efab,Niger,Agwara,Mahuta Primary Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"6,737,712"
f36f6539-dbae-4daf-867a-b198e0fb0615,Niger,Agwara,Kasabu Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"3,049,712"
7560f146-c079-4b41-90fb-d9f931f2fefc,Anambra,Orumba South,Umuchukwu Primary Health Centre,BHCPF,Partially Functional,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,674,378"
904f2f6d-2e4f-41a0-9e12-fcfc12508e1d,Niger,Lapai,Lapai Comprehensive Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),5,1,"435,333"
d820765e-8d47-40f8-89d3-5b862388a304,Kano,Kura,Dan Hassan Health Post,Non-BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,2,"7,204,378"
db9136ee-0fee-40c6-8d8a-f7960fe35df0,Akwa Ibom,Eastern Obolo,Okoroette Primary Health Centre,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,2,"6,659,378"
147704da-896c-4e5c-9a28-e11a2e78defc,Akwa Ibom,Eastern Obolo,Atabrikang Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),19,2,"7,514,378"
fc353ac3-0616-4763-80fe-8ccdfe8e625c,Adamawa,Maiha,Maiha Gari Maternal And Child Health,BHCPF,Functional L1,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"1,619,712"
c6a48c65-8d7b-4d0b-9fbd-b887a6ec0686,Akwa Ibom,Eket,Effoi Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"2,132,000"
027c0d0c-2e98-4862-b1fa-6c8dfc21e27a,Akwa Ibom,Eket,Idung Iniang Health Centre,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"6,766,378"
ee196903-83e5-4c12-b35d-e45643a4e703,Akwa Ibom,Eket,Ikot Ebok Poly Operational Base Clinic,BHCPF,Functional L2,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),8,1,"1,764,712"
c7bffeb8-11e3-4d39-a107-af657e762450,Adamawa,Gombi,Gombi A Primary Health Centre,BHCPF,Functional L1,North East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"8,079,378"
919809c5-318f-4f08-9441-3382d0045e43,Akwa Ibom,Ibiono Ibom,Ikot Edung Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"7,234,378"
5c018c7e-dd1d-418a-a624-344b52cd25b4,Akwa Ibom,Ibiono Ibom,Nsan Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"7,934,378"
9b07ef27-8194-44c6-95ec-265314e697b8,Nasarawa,Karu,Gurku Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"8,248,333"
2efe9e3a-76ca-4753-8024-8e99863dd16e,Jigawa,Birnin Kudu,Badungu Primary Health Centre,BHCPF,Functional L2,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,1,"2,995,333"
236f2c70-b896-468e-a414-ef5df379a25f,Niger,Bida,Laruta Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"6,717,712"
e2d9f6f6-7f77-4a67-9d01-52f3e0073239,Akwa Ibom,Esit Eket,Etebi Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"7,860,333"
37f136cc-fb59-4cbf-ac2f-5e2700ca1beb,Niger,Lavun,Doko Primary Health Centre Lavun,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"3,804,712"
7aec16cc-007f-4f72-a77e-53ae8948d6ee,Niger,Kontagora,M C H Clinic,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"5,721,378"
c35aa348-d431-4b87-8a61-f7e3bc6c4ab8,Niger,Kontagora,Nasarawa Primary Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"5,721,378"
0099bfec-48c3-4323-81bf-da85bfd1832d,Niger,Bida,Etsu Yahaya Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"6,294,378"
9f8c7ffa-bfe9-46d8-b28d-a33fad23122d,Akwa Ibom,Eastern Obolo,Iko Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,1,"7,339,378"
5710a3a6-538d-468c-a9db-fb7e4702a9ea,Akwa Ibom,Esit Eket,Ekpene Obo Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,2,"6,161,378"
e90cef7d-738a-4f65-94ce-63635c779864,Anambra,Orumba South,Isulo Primary Health Centre,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"7,279,378"
f336e2ab-1506-4591-b067-7bf45f8cc514,Akwa Ibom,Okobo,Odobo Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),15,1,"8,009,378"
3d6b3188-d17e-4953-9e84-737ef41eeb63,Akwa Ibom,Eastern Obolo,Okorombokho Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,2,"6,247,712"
6cf106e3-8289-42ba-9d0d-338470e41803,Akwa Ibom,Essien Udim,Odoro Ikot 2 Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,1,"7,626,378"
4a65213b-e05b-4d5c-890b-26a6601a28bf,Niger,Lavun,Gaba Primary Health Centre,BHCPF,Functional L1,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),6,1,"757,712"
7829a8a9-15f2-46bb-aaaa-04802e420858,Akwa Ibom,Etinan,Ikot Udo Oto Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"7,707,000"
e388e89a-7594-4cdd-9c31-1aede2f1af0a,Niger,Shiroro,Gunu Basic Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"1,659,712"
981a149f-ddad-416e-8dd8-bee07c5adbbb,Akwa Ibom,Okobo,Eastern Okobo Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"7,204,378"
32f9b452-1764-4153-8b43-0d5d363907b4,Niger,Bida,Dokodza Primary Health Centre,BHCPF,Functional L2,North Central,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),16,1,"2,797,712"
1e2bf7c2-cc2b-426b-a4d9-d4dad75165c8,Anambra,Anambra East,Otuocha Maternal And Child Health,BHCPF,Functional L1,South East,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"2,457,712"
2c568c28-2f7d-4fdd-91a7-cf3fdb49c5f9,Akwa Ibom,Nsit Atai,Ikot Otu Health Post,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),12,1,"3,734,378"
1983dae9-85af-4511-9fa5-7a4a2ae7b7dc,Akwa Ibom,Ika,Nto Uso Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),14,2,"6,609,378"
aea26fa3-f80e-4b04-a3f2-4a15b979732a,Akwa Ibom,Oron,Uya Oron Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"5,984,378"
9c2e51b0-3fb5-4e24-9137-127bef27ccf4,Akwa Ibom,Ika,Achan Ika Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),11,2,"5,899,378"
93151d40-99c4-464a-85ed-b05877e58100,Akwa Ibom,Ika,Ikot Udom Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"3,109,378"
fb6f5572-bb5b-446e-918f-02ff5fd8d9aa,Akwa Ibom,Ika,Efen Ikot Udonya Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,1,"3,099,378"
5bb5c158-e7d7-470c-a9a7-f1d5cd44cb27,Akwa Ibom,Ndung Uko,Eyofin Primary Health Centre,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),9,1,"1,911,378"
8d68bb46-1147-4528-a539-e895b30c1c50,Akwa Ibom,Oron,Idua Assang Health Post,BHCPF,Partially Functional,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),13,2,"5,954,378"
611dd715-9ad3-492d-a3cf-9fc3f3d9bfb5,Akwa Ibom,Ndung Uko,Eyo Okponung Primary Health Centre,BHCPF,Functional L1,South South,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),10,1,"1,971,378"
8f042840-57a5-4da6-b7d7-5e5298dd685b,Kano,Bichi,Yan Dutse Health Post,BHCPF,Partially Functional,North West,No internet access or network coverage,"Check which connection works at the facility, then use one: FibreX, managed mobile internet, fixed radio, satellite or network extension.",Critical gap to fix before EMR deployment,(blank),17,2,"7,454,378"
